square_feet,bedrooms,bathrooms,age,location_score,garage,pool,school_rating,crime_rate,distance_to_city,lot_size,year_built,energy_efficiency,neighborhood,price
1810,4,2.0,26,9.631945828717198,0,0,3,95.77981575704624,13.25402139784802,6961,1995,C,Urban,287514.19756209
3041,4,3.0,1,2.570386698792504,1,0,3,18.386981922104717,47.73632999770687,11062,1979,C,Rural,485567.91118922085
2215,4,2.0,15,3.2376850867471307,1,0,3,88.67541484165491,6.1291477852639344,9264,1961,B,Downtown,372457.40660264227
1362,4,2.0,8,9.15064466072647,1,1,4,73.68039208959635,3.491382241657389,5121,1956,D,Rural,345398.80755236506
1935,4,3.0,8,1.0494226078259703,1,0,4,61.34524689136565,5.271217620251266,9389,2015,C,Urban,381494.7896836819
1674,3,1.5,15,9.921754734030586,0,1,5,62.40925099588459,34.89263188184083,13744,1970,D,Downtown,372087.61505363777
902,5,2.5,2,1.32361602064393,1,0,2,42.29399078447741,1.5954574756811062,9647,1999,D,Rural,255293.7217983299
2799,3,4.0,7,2.0849096754420366,0,0,3,43.88506748360758,20.289163739621415,6261,1950,B,Rural,384181.17624410125
2351,2,3.0,3,3.1609604129399935,1,0,5,79.60814285607937,47.713806345280716,11003,1998,B,Rural,356120.5728613974
2266,2,1.0,0,4.948494761016166,0,0,1,81.08629297368084,4.374643305936924,8669,2015,C,Downtown,290290.7749343456
2082,4,2.0,1,5.666063803440331,1,1,4,57.115766539542165,46.67135104584531,6652,1975,B,Rural,387127.6490465658
1308,5,1.5,1,1.9424662405179824,1,0,5,76.85926702562938,6.759812076492699,8097,1974,B,Suburbs,321800.058754499
1758,2,3.5,9,1.6630650875892603,1,0,3,81.00542572338799,7.261515159412588,7515,1978,A,Urban,283446.8045711603
2420,1,4.0,1,1.2867313276519123,0,0,5,33.21110515004023,30.636649717586558,6598,2001,D,Urban,342036.0994545038
1474,4,1.5,8,3.3107563060678284,1,0,4,62.33586876877255,12.952985694476673,5564,2013,C,Urban,223966.5921498353
734,5,2.5,8,9.293796762357182,0,0,4,43.57942871238445,1.149503034083745,6796,1977,C,Urban,294517.903647465
1886,2,3.0,23,4.508582669991128,1,0,2,9.810805596903382,37.72439354943608,7899,1988,B,Rural,310028.4710829795
1929,3,1.5,9,7.876066528850943,0,0,4,64.84656516787426,19.17179144137401,9590,2017,D,Downtown,316451.5848975981
2067,4,1.5,42,2.7116937508505568,1,1,5,58.748403298328554,45.49812994871101,5448,2010,B,Downtown,311732.2456739232
2364,3,1.0,0,1.582113031539438,0,0,4,10.259770620137399,14.626318938160606,5241,1959,C,Rural,349780.1560002075
2318,4,2.0,12,5.988518096352965,2,1,4,7.081286029088252,33.79610700027949,8210,1959,A,Rural,400618.9802810155
2129,2,3.5,0,8.398831603334518,1,0,4,24.963434015608023,16.992463560016514,7341,1989,A,Rural,411861.67502600624
2597,1,3.5,13,9.086139249971904,0,0,5,83.34154332185597,8.268465657550538,7212,2000,D,Rural,381526.3803550332
1240,2,1.5,4,5.915841431815908,0,0,1,6.367680604029413,48.76699131171258,6161,1992,C,Rural,223143.64649453154
2252,2,1.5,9,3.646290556279279,1,1,4,46.03683198982404,29.820628703573032,6259,1988,A,Urban,350363.94714639883
2313,2,2.0,3,1.9856057071353472,2,0,5,17.903653040838897,42.14658091197211,5755,1962,C,Urban,319652.9248900944
1380,1,3.0,1,7.010405688147667,0,0,4,25.355307576833063,13.25901910437071,4416,1991,A,Suburbs,247196.81944877986
1248,4,2.5,12,3.523931354062767,1,0,3,76.99238984107305,20.267163758211026,8674,1975,C,Rural,231583.62221876433
1627,2,2.5,23,8.59566182003378,1,0,5,85.06044972502815,24.367534773486323,8989,2008,A,Rural,301018.3697420309
1669,5,2.5,2,6.4460900660795915,2,0,5,58.02884844349474,31.852115350961817,11327,2007,B,Urban,374497.0293021317
2376,3,1.0,25,8.729907070192533,2,1,4,86.32437756008812,20.348557427149622,9179,1980,B,Rural,392076.4828135917
1692,4,2.0,1,6.099877090046362,2,0,4,85.68731922905903,13.121954499354501,7929,1976,C,Downtown,379771.93122446333
1571,2,4.0,13,7.9456812643399894,0,1,3,22.151906038418257,10.304086191642181,8948,2011,B,Rural,359309.68187461136
1694,2,1.0,32,3.648746358199888,1,0,3,64.50175690686632,30.364172853603687,7253,2006,C,Suburbs,223383.73690732056
2559,3,2.5,1,5.527529113443234,0,0,4,77.8328466755506,13.135137093161767,6294,1953,C,Suburbs,400340.8324872749
2006,3,2.0,5,1.1746573561261893,1,0,4,56.105425823242136,20.433768983071793,9296,2001,B,Rural,314253.6747433956
1910,4,2.5,4,6.4704856899120005,1,1,2,80.57785013286673,2.699275556257098,8628,1988,C,Suburbs,400523.2654270785
1944,4,2.5,4,5.803654128044078,1,0,2,62.88315760139053,13.565552311350432,5446,1950,C,Rural,395908.1196790875
2646,4,2.5,13,7.7975409018718285,1,0,1,28.445699176391958,24.667043253503525,7924,1965,D,Downtown,406743.07209606306
1625,3,3.5,10,7.560603689374591,2,0,4,68.55962921897726,40.00639740844083,6335,1994,C,Suburbs,340862.84407106624
2657,4,2.0,34,6.648553016514171,2,0,3,58.79998943810485,19.279435816182524,9840,1983,B,Suburbs,400428.4063876038
2105,4,2.5,2,1.5101687225878058,1,0,1,62.49505468900863,15.462846693600504,7145,1971,A,Urban,363236.49674224947
1919,5,1.0,7,9.127087365349695,1,0,3,9.532023637723075,26.28777345830652,11415,1952,C,Rural,399323.0261026308
3250,4,3.0,5,1.1621727181656718,0,0,5,12.573548291191639,3.4383208879906975,10358,1987,D,Rural,517485.94661798276
1472,1,2.0,25,8.229408943803051,1,0,2,81.46533514936684,18.34122053347304,5817,1951,A,Suburbs,194975.5832675371
1823,3,3.0,0,5.3141171614072285,1,0,4,43.127079712040924,7.628602394182609,6666,2003,D,Downtown,311785.9892070272
1383,3,2.0,45,8.361942066006668,1,0,3,21.52772772717224,13.422710998178141,9343,1989,C,Suburbs,274969.08416020253
2476,4,1.0,6,5.185628863414228,2,1,4,9.267580622714577,20.142238859470226,8111,2022,B,Rural,416127.62684444454
2844,3,1.5,9,6.822440245646326,1,0,4,26.290377936958752,3.843662756820856,7440,1991,D,Rural,436939.13018679764
2834,4,4.0,4,4.269389552037966,2,0,4,29.519647235403244,40.064695133087426,8110,2007,D,Downtown,473478.7703621142
2611,2,2.0,19,7.69310862522696,1,1,1,98.29641553365225,14.461817386113447,7750,1984,A,Rural,402870.83608685515
1901,2,1.5,8,3.2875855760304797,0,0,4,83.45050325162505,12.40879489782231,10014,1998,D,Rural,306710.81293462845
1817,1,1.5,10,7.474203206876371,1,1,3,7.845706053715807,17.834017491529455,7430,2010,B,Rural,306702.7760601642
1164,3,2.0,10,2.7404438596949348,1,0,2,74.84498474308414,19.024459908370137,8937,1991,C,Suburbs,236077.627005469
3017,4,1.0,4,7.499509153054529,1,0,5,56.393020502462655,40.82190789284296,8927,1976,B,Downtown,473320.449486782
2234,3,2.5,0,3.643041747179507,0,1,4,22.847557346289893,14.953094278111257,10486,1969,B,Downtown,422325.32544916135
1754,4,1.5,16,3.507685948438625,1,0,3,74.6577154986,23.566788347108307,7858,1970,B,Downtown,262663.344550095
2664,1,2.5,3,8.30344543730746,0,1,4,3.017868502482568,25.41015701734809,8313,1955,C,Rural,405252.1563673618
1513,1,1.5,18,8.323233730210598,2,0,5,73.15306949515151,15.975240045546185,8748,1971,D,Suburbs,290115.9262109427
2203,4,2.0,9,7.222621325728208,2,0,2,89.52879696865317,39.382843059781045,6701,1978,C,Suburbs,341992.0904144074
1913,3,2.5,4,9.31517767681693,1,1,5,88.26125374064807,31.57537123263541,7683,1989,D,Rural,362862.6218679994
2319,4,1.0,9,2.4057432401056054,0,0,4,77.23406699003633,36.3288412546998,6182,1976,A,Suburbs,336850.33372892154
1968,4,2.0,10,3.4238918819179367,1,0,4,93.47307585918206,3.6740654022784365,9374,1964,C,Rural,342448.8036651029
1274,4,2.0,12,3.646126779580916,1,0,5,70.73275774631568,41.1562549952457,11133,1999,D,Downtown,290393.61372128926
2037,2,1.5,17,3.747577036609109,2,0,3,68.6728057505075,12.7787006016109,4181,1961,B,Urban,324944.4558281147
2524,3,2.5,1,3.952287854958733,0,0,3,2.6193779617787682,5.498521639903146,9996,2003,D,Rural,369601.5903401672
1985,4,2.5,28,7.27308259407403,1,1,3,17.418796230223688,33.39123369775796,7911,1990,A,Urban,380447.28771557426
2387,4,2.5,5,3.436823289928051,1,1,5,78.14286912574195,11.681305764633198,10524,2021,D,Downtown,439727.8965061651
1477,4,1.5,19,3.573299393654333,0,0,3,99.75027346473433,20.91886768839377,8520,2000,A,Downtown,234811.53887364356
1986,2,2.0,2,6.133731251643563,0,1,2,71.99321752930969,35.68767029899507,9942,1998,A,Rural,275755.7061592938
1687,2,1.5,0,2.74022969557854,1,1,4,57.98296586498014,6.030260764579461,7790,1974,B,Urban,294626.4941061283
2373,3,2.5,8,4.283987558924103,1,0,2,18.341927211858554,7.258981311497342,8095,1996,D,Suburbs,349591.526001658
2015,4,2.0,3,1.5214634975449526,2,0,1,94.7912353299196,33.58007245299822,9926,1966,A,Urban,332405.88258207584
2345,3,2.0,41,9.572923972567063,2,0,2,64.97328182818342,23.03137562186766,12906,1987,D,Rural,354249.23756467423
2543,2,3.0,1,3.8557690938841263,1,0,5,48.90383129585343,11.839068277242111,6945,1961,B,Urban,389909.85997371183
2345,4,1.0,0,8.650379202229773,1,1,5,86.13870348599293,26.273679246650666,8231,1955,A,Suburbs,447383.880209739
2136,2,4.0,0,5.769510346629985,0,0,4,95.32820611321125,31.31265300500038,6550,1958,C,Rural,391342.7138169715
1500,2,1.5,2,3.0539094155893194,2,0,3,37.11848063924494,20.848381030737972,7522,1995,D,Rural,260902.0773221492
1998,2,3.0,8,2.740848166026089,1,0,3,51.57852038863694,9.473762589148082,6973,1971,D,Urban,333977.0312063495
1733,3,2.0,7,7.254646703947127,1,0,2,11.510196380186223,32.728316758120755,6004,2004,B,Urban,330367.61508135434
1827,3,3.5,4,9.683819268702777,2,0,5,95.98550151966377,6.939142416557191,9015,1952,D,Rural,368579.31868041225
1812,3,1.0,0,2.6476274847625545,0,1,4,12.067588865631507,33.023230110121,8407,1983,A,Urban,292485.75163706834
1510,1,2.0,2,2.038790950270708,1,0,1,92.90279302442147,14.27113436576559,6210,1953,C,Urban,208716.25899766377
1021,1,2.0,2,4.483894108689373,1,0,3,19.103574149789647,1.0683554353812057,5670,1951,A,Urban,222923.69979722975
1665,2,4.0,13,4.544294922507483,0,1,4,90.87750259418476,23.82453807020964,9735,2007,B,Rural,306788.5297173986
2096,4,4.0,15,8.256276763227573,0,1,5,45.23062421939913,16.18878355487856,7011,1962,D,Rural,401800.217284709
1325,1,1.5,15,5.2200036503466,1,0,5,59.20655809567913,12.241016608909582,12486,1986,A,Suburbs,271189.799080901
2007,3,2.5,34,1.5621506951707778,1,0,2,3.5620139410696527,25.42617568659076,7831,1958,C,Rural,313940.1686469744
2950,2,2.5,21,9.286009225369297,1,0,5,39.43867380585442,17.49494732744533,8087,1957,D,Suburbs,441780.61400096206
2511,2,1.5,6,4.358691041955209,2,0,1,49.339339720622476,15.455968453629195,7546,1999,B,Rural,334273.4612370436
2821,2,1.5,5,7.016785574447826,1,0,2,0.9428612300821482,38.366434706786904,5179,2011,D,Rural,362584.1124135973
2195,1,4.0,24,7.0073944439964855,1,1,1,66.0856626108262,5.068234754690202,5174,1979,B,Rural,329366.133883995
2583,4,2.0,9,1.5070787071535956,0,0,1,83.88953760292462,20.49555346528742,10774,1973,B,Downtown,403284.1082473604
1638,3,1.5,3,1.0324419324156122,0,0,1,2.4780007967913353,13.095005054083963,10675,1997,C,Rural,263596.6962011624
1677,4,1.5,8,1.7923332550975934,1,0,2,49.25356043680714,14.982333082865917,6031,1971,D,Suburbs,296539.47698678216
630,1,2.0,48,9.608780196686146,1,0,5,3.373136297718904,22.65091959105493,8996,2017,B,Downtown,227599.10653863335
2593,2,2.5,18,8.145936541392512,1,1,3,87.32939194983808,46.21071211715266,10665,2000,B,Rural,436171.36876316724
2770,3,2.0,3,2.1881104905286906,1,1,4,16.081567541837693,33.30114604089231,5348,2022,C,Downtown,435879.21377215564
1723,4,2.0,30,6.533828784089376,1,0,4,5.852474687314513,10.462405732222162,7977,2011,C,Downtown,371887.5856008407
1873,3,1.5,39,6.507763754583627,1,0,5,85.7697900113504,29.04891632644564,6949,2016,A,Urban,304909.81204160524
1623,3,2.0,2,1.0050318451263216,1,1,3,44.450770657248206,8.537627752369783,8330,1965,C,Urban,356917.0533158852
2191,3,1.0,22,4.861578416420777,1,0,3,9.540900630114368,44.37886362407232,10465,2002,C,Urban,327778.7151537711
2562,1,3.5,21,7.405979235416003,2,1,5,64.79189560966098,21.768797699915282,8796,1987,A,Rural,437946.70786162483
1128,5,1.5,0,2.681135624056346,1,0,4,70.55995996578035,47.53402156907724,9179,1997,D,Rural,282819.4089793938
2204,3,3.0,11,8.658134487952328,1,0,3,56.83346723714662,33.45578198810393,3562,2008,C,Suburbs,354250.31569730124
1861,4,2.0,3,6.942744046893982,1,0,3,33.212860888951845,41.843536412116265,9399,1956,C,Urban,368170.8835530479
2056,4,2.0,11,1.062318673580972,2,0,1,42.44859470301756,9.785078121532138,7928,1994,C,Downtown,319418.41143801203
2229,3,2.0,24,8.694227621002227,1,0,4,95.48408237955222,42.89136275458532,12318,2010,B,Urban,347961.9910015596
1905,1,2.5,6,1.1746002656944223,1,0,4,53.43616736261746,10.287791024882068,9198,1976,B,Downtown,308700.8601559115
1948,4,3.0,5,8.9913592374387,1,0,4,39.70591957838025,48.831837619091104,7346,1980,B,Downtown,391880.15900792455
1893,2,2.0,25,4.003469718128805,1,1,5,70.81919447262041,14.714985267765655,11773,2019,C,Downtown,331901.55927186477
2485,3,1.5,36,7.287852296997806,1,0,4,7.615733476142572,34.518469511777006,7856,2006,C,Downtown,376701.46216060634
2209,4,2.5,0,8.086878718405663,1,0,3,29.02278591275217,27.778075457306407,8550,1962,C,Suburbs,409346.21696085064
2110,4,1.5,25,3.5314193796154645,1,0,3,22.647270381243366,24.44995895170306,5234,2005,D,Downtown,354863.0201328703
1364,4,2.5,0,4.207931500662786,0,1,2,68.01035442845685,22.0029524252925,6737,1956,C,Urban,351159.19423660316
1810,4,1.0,4,5.585875689900993,0,0,3,60.39127761099904,19.79780846690033,6562,1988,B,Downtown,343458.8580712418
2449,2,2.5,14,6.244223786181176,2,0,5,75.94364429799185,15.857618260281475,7634,2000,C,Rural,384783.91948132095
2018,3,2.5,15,3.6283771546945505,2,0,3,42.67724047479805,30.262990901958638,5561,2006,C,Urban,343981.354540026
2329,1,1.5,12,9.931558319607392,1,0,4,17.39434909003289,49.22627617314973,4558,1995,D,Downtown,320171.7237735022
2883,4,2.5,0,7.633042059000447,1,0,3,18.282764828412724,33.93610553006872,8213,1963,B,Downtown,498057.5188014062
2519,5,2.0,1,3.4673680883802596,0,0,2,89.22551054278566,38.09029737450641,5064,2005,B,Rural,387743.94805433304
2046,2,1.5,27,6.763889721409125,1,1,4,7.489419321550539,33.05798251847834,9455,1967,D,Suburbs,357837.04501002637
1744,1,2.0,0,4.918340810283533,1,0,4,59.411987083454235,26.270123460836054,11940,2003,B,Urban,296546.79704959417
723,3,2.0,0,8.742960023905582,1,0,1,23.167316351456748,41.03853747888676,8454,2002,D,Urban,165254.85775321748
1915,4,1.0,18,3.96055063699138,1,0,5,21.427778452123704,16.835036402350593,8526,1992,B,Downtown,342269.9187290125
1836,3,4.0,10,2.6906858933791935,1,1,4,9.840755548083935,14.385232652481962,3558,1967,D,Suburbs,377494.3729764938
2195,1,2.5,4,1.4152263290653322,1,1,3,97.92811862509197,19.808155849452984,9248,1952,A,Downtown,336563.989434096
1923,5,1.5,1,9.858783086810027,2,1,5,6.098492040799197,29.359161773622017,7849,2001,B,Rural,429740.008493001
1839,4,3.0,21,4.232995062524198,2,1,2,14.775148777166603,1.004722162598655,8957,1981,B,Rural,358412.0946348526
1110,2,2.0,44,2.984666215620278,1,0,4,36.51679317393571,41.92239724697,5658,1951,D,Urban,181173.49491340335
1530,5,2.5,0,5.425916260847441,0,0,4,45.57974998453497,15.855483922058472,7464,1960,D,Rural,349785.82942585635
2238,3,2.0,8,3.62475389840394,2,0,5,95.07992890729655,30.438417078277578,10462,1951,C,Urban,362128.78549027443
2857,3,3.0,3,3.096100308910904,1,1,3,24.178812500332004,3.570021678793036,6475,1978,D,Downtown,457715.1920067271
1951,3,3.0,17,6.547460501793038,1,0,5,72.09781147447266,22.149700227264937,7351,1952,D,Rural,379835.0389188267
2163,4,2.5,4,1.6736356667225687,2,0,4,65.63886368506807,4.326737078766897,9804,2009,A,Downtown,379288.680409323
2476,4,1.5,12,5.58093654669829,1,1,5,51.74947867762837,1.552420528955086,9392,2005,B,Suburbs,437281.1493641385
1594,1,2.0,7,4.486881712102179,1,1,5,26.606066705030994,39.62464958132121,10113,1950,A,Downtown,249579.63253282855
2183,5,2.0,7,5.792763688728839,1,0,5,15.663678238818335,20.83478362747307,6571,2013,B,Rural,436007.12093433517
1629,2,1.5,19,3.883965608250059,1,0,3,17.652068028839818,40.92169368983426,7688,1961,C,Downtown,254243.05001532167
2432,4,2.0,6,6.1328882883233,2,1,4,34.599456210190816,17.528615694639896,6203,1954,C,Suburbs,482821.0669243588
2075,4,2.5,18,1.736366899371259,2,0,5,13.71226960903863,32.74083673979915,6082,2001,B,Suburbs,350965.2618626601
2149,2,3.0,4,4.385430604984256,1,1,4,99.8580622104358,5.620010019409776,6093,2020,A,Urban,343225.94510029757
1608,2,2.0,1,3.13748747421522,0,0,4,44.581616964973705,10.333584687606498,7918,1992,A,Rural,263158.93322883453
2353,4,1.5,6,4.942807419296324,2,1,2,53.8990212625887,24.09389828272369,11174,2007,B,Downtown,434946.7141815946
3042,3,3.0,6,4.5850249624581245,1,0,5,61.645717286243205,22.58541900047664,10538,1979,A,Urban,495656.15786478226
1496,4,3.5,6,6.680652955450222,0,1,5,19.578405208536065,10.515510410945383,9079,1967,D,Downtown,385714.7375315027
1830,3,2.0,16,6.658819553435861,1,0,5,48.175371864926916,43.668171705911774,6175,1986,A,Urban,322460.14039518445
2115,4,1.0,8,4.720282726858006,0,0,4,6.289040607967944,14.92850618131969,5959,1967,D,Rural,389257.1051737254
2393,3,2.5,21,2.6346084129689107,0,0,5,96.91670583605989,21.939852373632906,7421,1985,B,Urban,365345.2444172129
1720,2,3.0,7,6.23722283746322,1,0,2,47.28257235896655,17.53036300242086,8818,2004,C,Suburbs,306587.10831169883
583,3,1.0,2,9.698638329899248,1,0,5,2.9662186387447664,49.77772392043907,9116,2023,C,Suburbs,208342.28376023975
2679,4,2.5,1,2.6689845194941255,1,0,5,59.90740812522113,17.985796088105918,8479,2005,A,Rural,457063.2041517366
2380,3,2.5,20,1.621532610681537,1,0,5,10.01143126979992,13.96344874138931,7813,2009,D,Rural,356145.434140666
1128,2,2.0,0,3.381050669428239,2,1,4,78.998053789233,45.4326675583062,8427,1996,D,Urban,230762.6412760764
1696,5,3.0,1,4.716283012608342,1,0,5,95.3355616373323,8.711612439681659,6898,1970,B,Rural,373789.0722270543
2784,4,2.0,0,3.7556957963810587,1,1,1,91.65600396254196,45.991676753778336,5115,1981,A,Urban,449651.82815566025
2723,1,2.5,5,8.512387385344068,1,0,1,42.7783654775062,28.857448695914563,7421,1979,A,Urban,352393.5955863523
2469,5,2.5,7,5.437249052383703,1,0,5,71.25838223798702,11.935698213318844,8366,1990,D,Downtown,473449.8258674013
1911,4,1.5,0,3.2151509349336838,1,0,4,15.580419452524364,13.347698057177313,7744,2007,C,Urban,370570.2991256238
2041,2,2.5,7,9.551791512063998,1,1,2,7.569609256910725,35.836855442808925,4950,2011,B,Downtown,341185.6743740023
1934,2,3.0,5,2.125565377491249,0,0,3,82.10508523433168,2.929062656173339,7575,1990,B,Suburbs,311263.23277439264
2564,4,4.0,14,2.1062029769023924,1,1,4,69.51680358657406,36.05732268802233,6773,1967,C,Suburbs,427117.2972200153
1562,4,2.0,17,3.207563732886168,0,0,5,90.70609278494877,16.185660174477647,10672,1987,B,Suburbs,285974.6378603107
1597,2,1.0,11,1.6909490948792538,1,1,2,91.45880722091957,40.604336745325355,9123,1996,A,Urban,266452.44196147495
2505,2,4.0,6,7.764874161668318,1,1,4,34.728035365401055,7.122573298217201,1975,2006,B,Downtown,441258.3623632517
1977,3,2.5,2,3.815297507589744,1,1,5,31.864816954238286,13.208377844314603,8101,1971,D,Suburbs,387019.21882626374
2689,3,3.5,18,7.568541927157036,1,1,5,44.19008834570387,22.511673863880688,5726,1994,D,Suburbs,467331.1400464435
1664,2,1.5,4,7.864637209273428,2,0,4,66.56821953845747,44.08122613194374,5094,2004,D,Downtown,317013.31614162656
1972,2,2.0,4,3.1376669567376583,1,0,4,0.4989297579022556,14.920679656307062,3420,1988,C,Urban,315148.7064801155
1538,4,1.5,24,5.665272748637357,0,0,4,53.46113984402282,42.3456023020552,9753,2017,A,Downtown,295934.451380594
2003,4,3.0,37,5.676329585990304,2,0,4,1.9730899325202778,6.0006140667264996,10026,1989,B,Rural,401157.90904712357
1260,3,3.5,22,8.842279711033616,1,0,1,45.06740670343501,9.505564292632757,5000,2023,A,Suburbs,241809.01353363582
1756,3,2.5,63,1.2306776500282242,1,0,3,8.227868381380754,8.739898835100387,10238,1965,D,Suburbs,286975.70856144937
1281,3,1.5,20,3.8512030928393055,1,1,4,56.22168580485467,31.036191140373337,12205,2011,C,Downtown,299178.0245931968
2346,3,1.5,12,8.942404423123191,0,0,3,31.427443966843306,20.04475138076374,7586,2023,A,Downtown,385917.9223387156
2358,5,2.5,3,3.131229004449827,1,0,3,47.891427952871226,43.30954326031795,6193,1957,D,Urban,391704.1670101538
1134,4,2.5,30,2.2319199077180887,2,0,5,95.76941588226514,24.80626888133138,7854,1984,B,Rural,239555.48551404386
2666,2,2.5,20,6.185251854555132,1,1,1,34.0968897082397,42.06008529539647,10337,1981,A,Rural,389211.3706006199
3248,3,2.0,2,3.752890857379072,1,0,3,71.92835680697571,12.776397690663428,10631,1995,C,Downtown,430836.3728471445
2023,3,2.0,6,5.205650439428185,1,0,4,68.32946630559115,46.63403987333925,7929,1993,A,Suburbs,341689.35547535383
1679,4,1.0,0,8.380114890802629,1,0,3,86.89273469492244,32.10938315389727,6162,2000,B,Urban,292640.08545190864
3412,3,2.5,30,5.686272775747565,2,0,4,33.441137864698334,25.776579074512934,8485,1969,A,Urban,493688.4238282518
1340,4,2.0,8,5.643008043943348,1,0,3,5.607718145557328,30.833014321262688,7804,2005,C,Rural,289290.0056783203
2010,4,3.5,2,3.5036440812585203,1,0,4,97.06306732251932,45.937567825758194,8238,1957,B,Downtown,373069.8597824638
2089,3,2.5,3,8.135790080297017,1,1,5,36.23573122723217,17.784826405972648,7226,2000,D,Urban,407850.09269518754
2672,4,2.0,39,7.6583316164314095,0,1,4,19.37402015377241,13.045639517144616,8383,1950,C,Rural,438226.274609786
2179,4,2.0,9,3.1070846319272176,2,1,1,91.4101393171669,13.025622720988475,4272,1992,B,Urban,356928.77392572333
1750,4,3.5,5,3.8800406774092444,0,0,5,19.06106346743268,48.66374894188276,8717,2014,D,Suburbs,356381.1052046282
1524,5,1.0,6,8.09765373692387,1,0,2,52.87559290464298,17.53729817216869,10272,2008,A,Urban,347524.4333569324
1829,2,2.0,1,4.2194602164258095,2,0,4,75.55010589670918,44.31052113708315,7619,1990,C,Suburbs,327120.5658607905
1496,2,3.5,0,4.63203654303789,1,0,4,73.10149257636014,7.7352039876668455,8251,1959,A,Suburbs,297960.57199417095
2023,4,2.5,8,4.279710441300872,2,1,5,2.9465106006978603,22.10034936641427,4788,1986,B,Rural,362948.04966490204
1717,4,2.5,7,2.454692738660593,1,0,4,20.2437212189731,31.34321889030095,9040,1966,A,Downtown,324771.74680885376
1252,5,1.5,4,4.068068815746171,1,1,3,88.84932842978507,48.212160256159834,9854,1963,D,Urban,314770.19924562285
2627,1,3.0,8,8.226417727934274,2,0,4,55.318091739568665,34.18767361042201,11281,1965,B,Suburbs,427625.32625797874
1751,4,1.5,0,5.419678189393803,2,0,4,68.72209050249158,1.0960076141802024,3250,1953,D,Urban,386970.56909779145
1365,2,1.5,28,5.123957349483726,1,1,5,40.22915716677487,38.2470053318869,9057,1967,A,Downtown,249272.97031443872
1915,3,1.5,3,2.4071605864824677,1,1,2,74.52030512596308,32.84048388690408,4520,1988,C,Downtown,342841.7855467923
2034,2,1.5,0,2.598128546774756,1,0,5,28.909525249927327,10.072573287930505,8782,1953,B,Urban,329393.57441930176
1126,2,4.0,1,1.386551479151072,1,0,3,23.2030742449281,31.40212912693882,6891,1962,D,Rural,254989.14637360186
2165,1,2.5,1,1.1255997837090135,0,0,4,99.71120745330637,46.35606651074261,9001,2003,C,Rural,293995.51613626204
1476,4,2.5,1,5.392126342655939,1,0,3,15.765175415976685,1.2213154968559725,8861,1970,D,Rural,364231.57368337415
2855,3,4.0,5,4.683091196916685,2,0,4,98.1360042705744,48.74559234463016,8166,1962,B,Downtown,416023.28957578825
2261,2,1.5,13,3.478398146304156,1,0,5,92.651000078514,15.514595286017395,7087,1980,D,Downtown,303745.0531476152
1800,3,1.0,3,9.910418863162736,2,0,4,71.46757439121993,30.767751372400237,8323,1954,B,Suburbs,342813.2588586409
1627,2,2.5,5,4.581965760890552,1,0,4,58.197310487750286,14.601129142013008,9877,1958,C,Rural,279429.3740377571
1947,5,2.5,26,8.099622092184543,1,0,4,0.45294915682475567,36.813424687526364,8534,1994,D,Urban,389039.30580326036
2306,3,2.0,3,2.894910339984011,0,0,4,63.52858828905856,26.27598434757291,9581,2022,C,Downtown,375442.11012307426
1987,3,1.0,15,3.223370877478747,1,0,4,77.24112965180625,13.883304545408194,5222,1958,A,Rural,333519.2293930585
1891,4,2.0,1,6.11552230466269,2,0,5,73.287563465022,25.667554844455275,8128,1958,B,Urban,359133.3307014521
2029,4,2.0,1,1.0362544273197414,2,0,2,17.206442846918435,18.230159794296455,7031,2007,C,Urban,332907.6922576601
1698,4,2.0,6,1.1568291571801004,1,0,2,54.453376354203876,13.233489885735054,9554,1971,A,Suburbs,317041.96478666854
1828,4,1.5,2,2.2799684903457536,1,0,5,55.01979894511905,30.047016214149135,9061,2005,B,Urban,353306.4873995976
957,5,2.0,23,3.0080893692786677,1,0,5,65.28824156814667,32.27409211664545,6972,1953,B,Suburbs,239222.8405987313
2486,2,2.0,0,5.750645642197946,0,0,4,83.09450154214623,7.883886598675982,8307,1992,D,Rural,358968.27599191846
2149,5,2.0,9,7.176064877345138,1,0,1,69.8230847735544,46.52876784755953,7719,1979,C,Urban,383706.74088608724
1613,4,4.0,9,3.806907975892231,1,1,5,14.13057088979144,1.3259479240945695,8784,1978,C,Suburbs,421515.7642030642
2949,3,3.5,0,3.1516384240340574,1,1,5,1.903096808088034,14.569812051635273,8697,1965,B,Suburbs,508217.2935249256
2043,4,2.5,13,8.40530060643989,1,1,5,13.658532266708512,17.82401160874099,8136,1964,B,Urban,441744.6650155291
1481,4,4.0,6,2.464992862126082,1,1,1,4.028195429078341,4.255559336168014,5324,1957,C,Urban,329006.27038280247
2428,1,4.0,12,7.104938995520921,0,1,1,43.67733410698147,5.4101443934920725,10969,2023,A,Urban,378933.42257092206
2199,2,2.0,17,9.381974647742837,1,1,4,28.375319837319058,42.524469647789694,10111,1964,B,Downtown,376272.2491773609
2197,5,2.0,3,3.089898192184665,1,1,5,0.7309742526406926,18.730009996798774,8178,2009,C,Rural,431989.5217587241
1787,3,4.0,6,1.7826882896453466,1,0,5,8.027817568098893,18.897263453701154,9037,1982,C,Suburbs,325894.6188099208
2225,3,2.5,3,9.817830046144094,2,0,3,39.75426586482701,34.74169952267914,9202,2021,C,Rural,391850.25577439903
